,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
45,92,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/ralph_meulenbroeks-gambomania-01-my_mistress_hath_a_pritty_thing_tobias_hume-117-146.mp3,1,My mistress hath a pritty thing (Tobias Hume),Ralph Meulenbroeks,Gambomania,http://www.magnatune.com/artists/albums/meulenbroeks-gambomania/,117,146,http://he3.magnatune.com/all/01--My%20mistress%20hath%20a%20pritty%20thing%20(Tobias%20Hume)--Ralph%20Meulenbroeks.mp3
46,94,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/ralph_meulenbroeks-gambomania-01-my_mistress_hath_a_pritty_thing_tobias_hume-175-204.mp3,1,My mistress hath a pritty thing (Tobias Hume),Ralph Meulenbroeks,Gambomania,http://www.magnatune.com/artists/albums/meulenbroeks-gambomania/,175,204,http://he3.magnatune.com/all/01--My%20mistress%20hath%20a%20pritty%20thing%20(Tobias%20Hume)--Ralph%20Meulenbroeks.mp3
47,97,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/philharmonia_baroque_orchestra-jake_heggie__to_hell_and_back-01-overture-59-88.mp3,1,Overture,Philharmonia Baroque Orchestra,Jake Heggie - To Hell and Back,http://www.magnatune.com/artists/albums/pb-heggie/,59,88,http://he3.magnatune.com/all/01--Overture--Philharmonia%20Baroque%20Orchestra.mp3
48,98,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/philharmonia_baroque_orchestra-jake_heggie__to_hell_and_back-01-overture-88-117.mp3,1,Overture,Philharmonia Baroque Orchestra,Jake Heggie - To Hell and Back,http://www.magnatune.com/artists/albums/pb-heggie/,88,117,http://he3.magnatune.com/all/01--Overture--Philharmonia%20Baroque%20Orchestra.mp3
49,99,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/philharmonia_baroque_orchestra-jake_heggie__to_hell_and_back-01-overture-117-146.mp3,1,Overture,Philharmonia Baroque Orchestra,Jake Heggie - To Hell and Back,http://www.magnatune.com/artists/albums/pb-heggie/,117,146,http://he3.magnatune.com/all/01--Overture--Philharmonia%20Baroque%20Orchestra.mp3
50,101,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/rocket_city_riot-last_of_the_pleasure_seekers-01-under_the_bright_lights-30-59.mp3,1,Under The Bright Lights,Rocket City Riot,Last Of The Pleasure Seekers,http://www.magnatune.com/artists/albums/rocketcity-pleasure/,30,59,http://he3.magnatune.com/all/01--Under%20The%20Bright%20Lights--Rocket%20City%20Riot.mp3
51,105,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/rocket_city_riot-last_of_the_pleasure_seekers-01-under_the_bright_lights-146-175.mp3,1,Under The Bright Lights,Rocket City Riot,Last Of The Pleasure Seekers,http://www.magnatune.com/artists/albums/rocketcity-pleasure/,146,175,http://he3.magnatune.com/all/01--Under%20The%20Bright%20Lights--Rocket%20City%20Riot.mp3
66,134,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/williamson-a_few_things_to_hear_before_we_all_blow_up-01-2_percent_er-117-146.mp3,1,2 percent er,Williamson,A few things to hear before we all blow up,http://www.magnatune.com/artists/albums/williamson-afew/,117,146,http://he3.magnatune.com/all/01-2%20percent%20er-Williamson.mp3
68,139,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-59-88.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,59,88,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
70,144,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-204-233.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,204,233,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
71,145,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-233-262.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,233,262,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
72,146,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-262-291.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,262,291,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
73,147,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-291-320.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,291,320,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
75,150,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-378-407.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,378,407,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
76,151,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-407-436.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,407,436,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
77,153,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-465-494.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,465,494,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
78,154,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-494-523.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,494,523,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
79,157,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-581-610.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,581,610,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
80,158,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-610-639.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,610,639,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
88,172,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/liquid_zen-magic_midsummer-01-4_oclock_sunny_and_hot-30-59.mp3,1,4 O'Clock Sunny And Hot,Liquid Zen,Magic Midsummer,http://www.magnatune.com/artists/albums/liquid-magic/,30,59,http://he3.magnatune.com/all/01-4%20O'Clock%20Sunny%20And%20Hot%20-%20Liquid%20Zen.mp3
94,180,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/burning_babylon-stereo_mash_up-01-7_nine_skank-146-175.mp3,1,7 Nine Skank,Burning Babylon,Stereo Mash Up,http://www.magnatune.com/artists/albums/babylon-stereo/,146,175,http://he3.magnatune.com/all/01-7%20Nine%20Skank-Burning%20Babylon.mp3
95,181,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/burning_babylon-stereo_mash_up-01-7_nine_skank-175-204.mp3,1,7 Nine Skank,Burning Babylon,Stereo Mash Up,http://www.magnatune.com/artists/albums/babylon-stereo/,175,204,http://he3.magnatune.com/all/01-7%20Nine%20Skank-Burning%20Babylon.mp3
96,184,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/pain_factor-8_seconds-01-8_seconds-59-88.mp3,1,8 seconds,Pain Factor,8 Seconds,http://www.magnatune.com/artists/albums/pfactor-8seconds/,59,88,http://he3.magnatune.com/all/01-8%20seconds-Pain%20Factor.mp3
97,185,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/pain_factor-8_seconds-01-8_seconds-88-117.mp3,1,8 seconds,Pain Factor,8 Seconds,http://www.magnatune.com/artists/albums/pfactor-8seconds/,88,117,http://he3.magnatune.com/all/01-8%20seconds-Pain%20Factor.mp3
98,186,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/pain_factor-8_seconds-01-8_seconds-117-146.mp3,1,8 seconds,Pain Factor,8 Seconds,http://www.magnatune.com/artists/albums/pfactor-8seconds/,117,146,http://he3.magnatune.com/all/01-8%20seconds-Pain%20Factor.mp3
99,188,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/pain_factor-8_seconds-01-8_seconds-175-204.mp3,1,8 seconds,Pain Factor,8 Seconds,http://www.magnatune.com/artists/albums/pfactor-8seconds/,175,204,http://he3.magnatune.com/all/01-8%20seconds-Pain%20Factor.mp3
102,195,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/the_seldon_plan-making_circles-01-a_rhyming_dictionary-175-204.mp3,1,A Rhyming Dictionary,The Seldon Plan,Making Circles,http://www.magnatune.com/artists/albums/seldon-circles/,175,204,http://he3.magnatune.com/all/01-A%20Rhyming%20Dictionary-The%20Seldon%20Plan.mp3
103,198,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/mountain_mirrors-lunar_ecstasy-01-a_short_burst_of_clarity-30-59.mp3,1,A Short Burst of Clarity,Mountain Mirrors,Lunar Ecstasy,http://www.magnatune.com/artists/albums/mountain-lunar/,30,59,http://he3.magnatune.com/all/01-A%20Short%20Burst%20of%20Clarity-Mountain%20Mirrors.mp3
105,200,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/mountain_mirrors-lunar_ecstasy-01-a_short_burst_of_clarity-88-117.mp3,1,A Short Burst of Clarity,Mountain Mirrors,Lunar Ecstasy,http://www.magnatune.com/artists/albums/mountain-lunar/,88,117,http://he3.magnatune.com/all/01-A%20Short%20Burst%20of%20Clarity-Mountain%20Mirrors.mp3
106,202,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/mountain_mirrors-lunar_ecstasy-01-a_short_burst_of_clarity-146-175.mp3,1,A Short Burst of Clarity,Mountain Mirrors,Lunar Ecstasy,http://www.magnatune.com/artists/albums/mountain-lunar/,146,175,http://he3.magnatune.com/all/01-A%20Short%20Burst%20of%20Clarity-Mountain%20Mirrors.mp3
107,204,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/professor_armchair-too_much_mustard-01-a_signal_from_mars-0-29.mp3,1,A Signal from Mars,Professor Armchair,Too Much Mustard,http://www.magnatune.com/artists/albums/armchair-octopants/,0,29,http://he3.magnatune.com/all/01-A%20Signal%20from%20Mars-Professor%20Armchair.mp3
115,224,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/electric_frankenstein-sick_songs-01-action_high-117-146.mp3,1,Action High,Electric Frankenstein,Sick Songs,http://www.magnatune.com/artists/albums/elecfrank-sicksongs/,117,146,http://he3.magnatune.com/all/01-Action%20High-Electric%20Frankenstein.mp3
118,232,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/apa_ya-apa_ya-01-african_dance-88-117.mp3,1,African Dance,Apa Ya,Apa Ya,http://www.magnatune.com/artists/albums/headroom-apa/,88,117,http://he3.magnatune.com/all/01-African%20Dance-Apa%20Ya.mp3
121,238,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/seismic_anamoly-afterburner-01-afterburner-117-146.mp3,1,Afterburner,Seismic Anamoly,Afterburner,http://www.magnatune.com/artists/albums/seismic-afterburner/,117,146,http://he3.magnatune.com/all/01-Afterburner-Seismic%20Anamoly.mp3
122,239,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/seismic_anamoly-afterburner-01-afterburner-146-175.mp3,1,Afterburner,Seismic Anamoly,Afterburner,http://www.magnatune.com/artists/albums/seismic-afterburner/,146,175,http://he3.magnatune.com/all/01-Afterburner-Seismic%20Anamoly.mp3
123,241,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/seismic_anamoly-afterburner-01-afterburner-204-233.mp3,1,Afterburner,Seismic Anamoly,Afterburner,http://www.magnatune.com/artists/albums/seismic-afterburner/,204,233,http://he3.magnatune.com/all/01-Afterburner-Seismic%20Anamoly.mp3
125,246,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/voices_of_music-an_evening_with_bach-01-air_on_a_g_string_bwv_1069-117-146.mp3,1,Air on a G string (BWV 1069),Voices of Music,An Evening With Bach,http://www.magnatune.com/artists/albums/voicesofmusic-bach/,117,146,http://he3.magnatune.com/all/01-Air%20on%20a%20G%20string%20(BWV%201069)-Voices%20of%20Music.mp3
127,252,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/rocket_city_riot-middle_age_suicide-01-all_i_got-0-29.mp3,1,All I Got,Rocket City Riot,Middle Age Suicide,http://www.magnatune.com/artists/albums/rocketcity-middle/,0,29,http://he3.magnatune.com/all/01-All%20I%20Got-Rocket%20City%20Riot.mp3
128,253,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/rocket_city_riot-middle_age_suicide-01-all_i_got-30-59.mp3,1,All I Got,Rocket City Riot,Middle Age Suicide,http://www.magnatune.com/artists/albums/rocketcity-middle/,30,59,http://he3.magnatune.com/all/01-All%20I%20Got-Rocket%20City%20Riot.mp3
137,293,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/strojovna_07-number_1-01-ambi_crack-59-88.mp3,1,Ambi Crack,Strojovna 07,Number 1,http://www.magnatune.com/artists/albums/strojovna-number1/,59,88,http://he3.magnatune.com/all/01-Ambi%20Crack-Strojovna%2007.mp3
138,294,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/strojovna_07-number_1-01-ambi_crack-88-117.mp3,1,Ambi Crack,Strojovna 07,Number 1,http://www.magnatune.com/artists/albums/strojovna-number1/,88,117,http://he3.magnatune.com/all/01-Ambi%20Crack-Strojovna%2007.mp3
142,299,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/ambient_teknology-phoenix-01-ambient_teknology-117-146.mp3,1,Ambient Teknology,Ambient Teknology,Phoenix,http://www.magnatune.com/artists/albums/atek-phoenix/,117,146,http://he3.magnatune.com/all/01-Ambient%20Teknology-Ambient%20Teknology.mp3
144,301,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/ambient_teknology-phoenix-01-ambient_teknology-175-204.mp3,1,Ambient Teknology,Ambient Teknology,Phoenix,http://www.magnatune.com/artists/albums/atek-phoenix/,175,204,http://he3.magnatune.com/all/01-Ambient%20Teknology-Ambient%20Teknology.mp3
145,303,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/ambient_teknology-phoenix-01-ambient_teknology-233-262.mp3,1,Ambient Teknology,Ambient Teknology,Phoenix,http://www.magnatune.com/artists/albums/atek-phoenix/,233,262,http://he3.magnatune.com/all/01-Ambient%20Teknology-Ambient%20Teknology.mp3
147,306,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/ambient_teknology-phoenix-01-ambient_teknology-320-349.mp3,1,Ambient Teknology,Ambient Teknology,Phoenix,http://www.magnatune.com/artists/albums/atek-phoenix/,320,349,http://he3.magnatune.com/all/01-Ambient%20Teknology-Ambient%20Teknology.mp3
148,307,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/ambient_teknology-phoenix-01-ambient_teknology-349-378.mp3,1,Ambient Teknology,Ambient Teknology,Phoenix,http://www.magnatune.com/artists/albums/atek-phoenix/,349,378,http://he3.magnatune.com/all/01-Ambient%20Teknology-Ambient%20Teknology.mp3
149,308,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/ambient_teknology-phoenix-01-ambient_teknology-378-407.mp3,1,Ambient Teknology,Ambient Teknology,Phoenix,http://www.magnatune.com/artists/albums/atek-phoenix/,378,407,http://he3.magnatune.com/all/01-Ambient%20Teknology-Ambient%20Teknology.mp3
157,333,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/paul_avgerinos-sky_of_grace-01-angels_breath-59-88.mp3,1,Angel's Breath,Paul Avgerinos,Sky Of Grace,http://www.magnatune.com/artists/albums/avgerinos-skygrace/,59,88,http://he3.magnatune.com/all/01-Angel's%20Breath-Paul%20Avgerinos.mp3
162,350,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/justin_bianco-siren-01-another_century-59-88.mp3,1,Another Century,Justin Bianco,Siren,http://www.magnatune.com/artists/albums/bianco-siren/,59,88,http://he3.magnatune.com/all/01-Another%20Century-Justin%20Bianco.mp3
169,367,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jamie_janover-now_center_of_time-01-arc-291-320.mp3,1,Arc,Jamie Janover,Now Center of Time,http://www.magnatune.com/artists/albums/janover-nowcenter/,291,320,http://he3.magnatune.com/all/01-Arc-Jamie%20Janover.mp3
172,372,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jamie_janover-now_center_of_time-01-arc-436-465.mp3,1,Arc,Jamie Janover,Now Center of Time,http://www.magnatune.com/artists/albums/janover-nowcenter/,436,465,http://he3.magnatune.com/all/01-Arc-Jamie%20Janover.mp3
176,382,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/janine_johnson-bach_goldberg_variations-01-aria-204-233.mp3,1,Aria,Janine Johnson,Bach Goldberg Variations,http://www.magnatune.com/artists/albums/jjohnson-goldberg/,204,233,http://he3.magnatune.com/all/01-Aria-Janine%20Johnson.mp3
192,427,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/satori-journey_to_other_worlds-01-astral_flight-204-233.mp3,1,Astral Flight,Satori,Journey to Other Worlds,http://www.magnatune.com/artists/albums/satori-journey/,204,233,http://he3.magnatune.com/all/01-Astral%20Flight-Satori.mp3
