,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
163,352,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/justin_bianco-siren-01-another_century-117-146.mp3,1,Another Century,Justin Bianco,Siren,http://www.magnatune.com/artists/albums/bianco-siren/,117,146,http://he3.magnatune.com/all/01-Another%20Century-Justin%20Bianco.mp3
177,392,D:/Research/Data/MIR/MagnaTagATune/mp3_full/8/kenji_williams-worldspirit_soundtrack-01-artists_prayer-233-262.mp3,1,Artist's Prayer,Kenji Williams,Worldspirit Soundtrack,http://www.magnatune.com/artists/albums/kenji-worldspirit/,233,262,http://he3.magnatune.com/all/01-Artist's%20Prayer-Kenji%20Williams.mp3
194,429,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/satori-journey_to_other_worlds-01-astral_flight-262-291.mp3,1,Astral Flight,Satori,Journey to Other Worlds,http://www.magnatune.com/artists/albums/satori-journey/,262,291,http://he3.magnatune.com/all/01-Astral%20Flight-Satori.mp3
200,441,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/satori-journey_to_other_worlds-01-astral_flight-610-639.mp3,1,Astral Flight,Satori,Journey to Other Worlds,http://www.magnatune.com/artists/albums/satori-journey/,610,639,http://he3.magnatune.com/all/01-Astral%20Flight-Satori.mp3
202,443,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/satori-journey_to_other_worlds-01-astral_flight-668-697.mp3,1,Astral Flight,Satori,Journey to Other Worlds,http://www.magnatune.com/artists/albums/satori-journey/,668,697,http://he3.magnatune.com/all/01-Astral%20Flight-Satori.mp3
212,460,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/satori-journey_to_other_worlds-01-astral_flight-1161-1190.mp3,1,Astral Flight,Satori,Journey to Other Worlds,http://www.magnatune.com/artists/albums/satori-journey/,1161,1190,http://he3.magnatune.com/all/01-Astral%20Flight-Satori.mp3
218,473,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/satori-golden_dreams-01-aurora-175-204.mp3,1,Aurora,Satori,Golden Dreams,http://www.magnatune.com/artists/albums/satori-golden/,175,204,http://he3.magnatune.com/all/01-Aurora-Satori.mp3
260,564,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/rapoon-what_do_you_suppose-01-before_i_begin-175-204.mp3,1,Before I begin,Rapoon,What do you suppose,http://www.magnatune.com/artists/albums/rapoon-suppose/,175,204,http://he3.magnatune.com/all/01-Before%20I%20begin-Rapoon.mp3
354,779,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-01-breath_of_love-59-88.mp3,1,Breath of Love,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,59,88,http://he3.magnatune.com/all/01-Breath%20of%20Love-Suzanne%20Teng.mp3
356,783,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-01-breath_of_love-175-204.mp3,1,Breath of Love,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,175,204,http://he3.magnatune.com/all/01-Breath%20of%20Love-Suzanne%20Teng.mp3
360,792,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-01-breath_of_love-436-465.mp3,1,Breath of Love,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,436,465,http://he3.magnatune.com/all/01-Breath%20of%20Love-Suzanne%20Teng.mp3
383,838,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/tilopa-by_the_way-01-by_the_way-59-88.mp3,1,By The Way,Tilopa,By The Way,http://www.magnatune.com/artists/albums/tilopa-bytheway/,59,88,http://he3.magnatune.com/all/01-By%20The%20Way-Tilopa.mp3
384,840,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/tilopa-by_the_way-01-by_the_way-117-146.mp3,1,By The Way,Tilopa,By The Way,http://www.magnatune.com/artists/albums/tilopa-bytheway/,117,146,http://he3.magnatune.com/all/01-By%20The%20Way-Tilopa.mp3
385,841,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/tilopa-by_the_way-01-by_the_way-146-175.mp3,1,By The Way,Tilopa,By The Way,http://www.magnatune.com/artists/albums/tilopa-bytheway/,146,175,http://he3.magnatune.com/all/01-By%20The%20Way-Tilopa.mp3
392,863,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/the_kokoon-erase-01-calling-30-59.mp3,1,Calling,The Kokoon,Erase,http://www.magnatune.com/artists/albums/kokoon-erase/,30,59,http://he3.magnatune.com/all/01-Calling%20-%20The%20Kokoon.mp3
397,873,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/dj_cary-downtempo_chill_2-01-calm_ammonite-30-59.mp3,1,Calm (Ammonite),DJ Cary,Downtempo Chill 2,http://www.magnatune.com/artists/albums/magnacomp-downchill2/,30,59,http://he3.magnatune.com/all/01-Calm%20(Ammonite)-DJ%20Cary.mp3
406,908,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/claire_fitch-ambiencellist_part_ii-01-cellosphere-88-117.mp3,1,Cellosphere,Claire Fitch,Ambiencellist Part II,http://www.magnatune.com/artists/albums/fitch-amb2/,88,117,http://he3.magnatune.com/all/01-Cellosphere-Claire%20Fitch.mp3
408,911,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/claire_fitch-ambiencellist_part_ii-01-cellosphere-175-204.mp3,1,Cellosphere,Claire Fitch,Ambiencellist Part II,http://www.magnatune.com/artists/albums/fitch-amb2/,175,204,http://he3.magnatune.com/all/01-Cellosphere-Claire%20Fitch.mp3
415,920,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/gerard_satamian-dry_fig_trees-01-chansons_sans_paroles_1989_op__2_pastorale-175-204.mp3,1,Chansons sans paroles (1989) op. 2 Pastorale,Gerard Satamian,Dry Fig Trees,http://www.magnatune.com/artists/albums/satamian-dry/,175,204,http://he3.magnatune.com/all/01-Chansons%20sans%20paroles%20(1989)%20op.%202%20Pastorale-Gerard%20Satamian.mp3
477,1137,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-175-204.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,175,204,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
483,1146,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-436-465.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,436,465,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
487,1153,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-639-668.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,639,668,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
490,1156,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-726-755.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,726,755,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
492,1160,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/hoxman-synthesis_of_five-01-danse_avec_le_vent-0-29.mp3,1,Danse Avec Le Vent,Hoxman,Synthesis of Five,http://www.magnatune.com/artists/albums/hoxman-synthesis/,0,29,http://he3.magnatune.com/all/01-Danse%20Avec%20Le%20Vent-Hoxman.mp3
494,1163,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/hoxman-synthesis_of_five-01-danse_avec_le_vent-88-117.mp3,1,Danse Avec Le Vent,Hoxman,Synthesis of Five,http://www.magnatune.com/artists/albums/hoxman-synthesis/,88,117,http://he3.magnatune.com/all/01-Danse%20Avec%20Le%20Vent-Hoxman.mp3
520,1225,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/falling_you-human-01-destiny_trip-0-29.mp3,1,Destiny Trip,Falling You,Human,http://www.magnatune.com/artists/albums/fallingyou-human/,0,29,http://he3.magnatune.com/all/01-Destiny%20Trip-Falling%20You.mp3
540,1277,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/version-versions-01-double_trust-233-262.mp3,1,Double trust,Version,Versions,http://www.magnatune.com/artists/albums/version-versions/,233,262,http://he3.magnatune.com/all/01-Double%20trust-Version.mp3
552,1346,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jami_sieber-second_sight-01-edge_of_my_soul-30-59.mp3,1,Edge Of My Soul,Jami Sieber,Second Sight,http://www.magnatune.com/artists/albums/sieber-second/,30,59,http://he3.magnatune.com/all/01-Edge%20Of%20My%20Soul-Jami%20Sieber.mp3
554,1350,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jami_sieber-second_sight-01-edge_of_my_soul-146-175.mp3,1,Edge Of My Soul,Jami Sieber,Second Sight,http://www.magnatune.com/artists/albums/sieber-second/,146,175,http://he3.magnatune.com/all/01-Edge%20Of%20My%20Soul-Jami%20Sieber.mp3
557,1353,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jami_sieber-second_sight-01-edge_of_my_soul-233-262.mp3,1,Edge Of My Soul,Jami Sieber,Second Sight,http://www.magnatune.com/artists/albums/sieber-second/,233,262,http://he3.magnatune.com/all/01-Edge%20Of%20My%20Soul-Jami%20Sieber.mp3
613,1473,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/philharmonia_baroque-beethoven_symphonies_no_3_eroica_and_no_8-01-eroica_1st-117-146.mp3,1,Eroica 1st,Philharmonia Baroque,Beethoven Symphonies No 3 Eroica and No 8,http://www.magnatune.com/artists/albums/pb-eroica/,117,146,http://he3.magnatune.com/all/01-Eroica%201st-Philharmonia%20Baroque.mp3
615,1475,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/philharmonia_baroque-beethoven_symphonies_no_3_eroica_and_no_8-01-eroica_1st-175-204.mp3,1,Eroica 1st,Philharmonia Baroque,Beethoven Symphonies No 3 Eroica and No 8,http://www.magnatune.com/artists/albums/pb-eroica/,175,204,http://he3.magnatune.com/all/01-Eroica%201st-Philharmonia%20Baroque.mp3
670,1596,D:/Research/Data/MIR/MagnaTagATune/mp3_full/8/ivilion-terean-01-ferrilotyr-59-88.mp3,1,Ferrilotyr,Ivilion,Terean,http://www.magnatune.com/artists/albums/ivilion-terean/,59,88,http://he3.magnatune.com/all/01-Ferrilotyr-Ivilion.mp3
696,1650,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/justin_bianco-forge-01-fog-0-29.mp3,1,Fog,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,0,29,http://he3.magnatune.com/all/01-Fog-Justin%20Bianco.mp3
697,1651,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/justin_bianco-forge-01-fog-30-59.mp3,1,Fog,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,30,59,http://he3.magnatune.com/all/01-Fog-Justin%20Bianco.mp3
699,1654,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/justin_bianco-forge-01-fog-117-146.mp3,1,Fog,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,117,146,http://he3.magnatune.com/all/01-Fog-Justin%20Bianco.mp3
700,1655,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/justin_bianco-forge-01-fog-146-175.mp3,1,Fog,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,146,175,http://he3.magnatune.com/all/01-Fog-Justin%20Bianco.mp3
731,1713,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/stargarden-step_off-01-from_here_to_there-262-291.mp3,1,From Here to There,Stargarden,Step Off,http://www.magnatune.com/artists/albums/stargarden-stepoff/,262,291,http://he3.magnatune.com/all/01-From%20Here%20to%20There-Stargarden.mp3
778,1809,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/kiev_seminary_choir-hymns_of_the_allnight_vigil-01-good_news_to_vsenoschnaya-30-59.mp3,1,Good news to Vsenoschnaya,Kiev Seminary Choir,Hymns of the All-Night Vigil,http://www.magnatune.com/artists/albums/kyivseminary-hymns/,30,59,http://he3.magnatune.com/all/01-Good%20news%20to%20Vsenoschnaya-Kiev%20Seminary%20Choir.mp3
798,1872,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/paul_avgerinos-words_touch-01-heaven_sings-146-175.mp3,1,Heaven Sings,Paul Avgerinos,Words Touch,http://www.magnatune.com/artists/albums/avgerinos-words/,146,175,http://he3.magnatune.com/all/01-Heaven%20Sings-Paul%20Avgerinos.mp3
799,1873,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/paul_avgerinos-words_touch-01-heaven_sings-175-204.mp3,1,Heaven Sings,Paul Avgerinos,Words Touch,http://www.magnatune.com/artists/albums/avgerinos-words/,175,204,http://he3.magnatune.com/all/01-Heaven%20Sings-Paul%20Avgerinos.mp3
803,1879,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/dac_crowell-the_mechanism_of_starlight-01-helios_course-146-175.mp3,1,Helio's Course,DAC Crowell,The Mechanism of Starlight,http://www.magnatune.com/artists/albums/dac-mech/,146,175,http://he3.magnatune.com/all/01-Helio's%20Course-DAC%20Crowell.mp3
804,1880,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/dac_crowell-the_mechanism_of_starlight-01-helios_course-175-204.mp3,1,Helio's Course,DAC Crowell,The Mechanism of Starlight,http://www.magnatune.com/artists/albums/dac-mech/,175,204,http://he3.magnatune.com/all/01-Helio's%20Course-DAC%20Crowell.mp3
807,1884,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/dac_crowell-the_mechanism_of_starlight-01-helios_course-291-320.mp3,1,Helio's Course,DAC Crowell,The Mechanism of Starlight,http://www.magnatune.com/artists/albums/dac-mech/,291,320,http://he3.magnatune.com/all/01-Helio's%20Course-DAC%20Crowell.mp3
824,1918,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/dac_crowell-the_mechanism_of_starlight-01-helios_course-1277-1306.mp3,1,Helio's Course,DAC Crowell,The Mechanism of Starlight,http://www.magnatune.com/artists/albums/dac-mech/,1277,1306,http://he3.magnatune.com/all/01-Helio's%20Course-DAC%20Crowell.mp3
825,1921,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/dac_crowell-the_mechanism_of_starlight-01-helios_course-1364-1393.mp3,1,Helio's Course,DAC Crowell,The Mechanism of Starlight,http://www.magnatune.com/artists/albums/dac-mech/,1364,1393,http://he3.magnatune.com/all/01-Helio's%20Course-DAC%20Crowell.mp3
826,1925,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/dac_crowell-the_mechanism_of_starlight-01-helios_course-1480-1509.mp3,1,Helio's Course,DAC Crowell,The Mechanism of Starlight,http://www.magnatune.com/artists/albums/dac-mech/,1480,1509,http://he3.magnatune.com/all/01-Helio's%20Course-DAC%20Crowell.mp3
848,1963,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/paul_avgerinos-phos_hilaron-01-humbly_i_adore_thee-175-204.mp3,1,Humbly I Adore Thee,Paul Avgerinos,Phos Hilaron,http://www.magnatune.com/artists/albums/avgerinos-phos/,175,204,http://he3.magnatune.com/all/01-Humbly%20I%20Adore%20Thee-Paul%20Avgerinos.mp3
855,1971,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/paul_avgerinos-phos_hilaron-01-humbly_i_adore_thee-407-436.mp3,1,Humbly I Adore Thee,Paul Avgerinos,Phos Hilaron,http://www.magnatune.com/artists/albums/avgerinos-phos/,407,436,http://he3.magnatune.com/all/01-Humbly%20I%20Adore%20Thee-Paul%20Avgerinos.mp3
858,1975,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/rob_costlow-sophomore_jinx-01-i_do-0-29.mp3,1,I Do,Rob Costlow,Sophomore Jinx,http://www.magnatune.com/artists/albums/costlow-sophomore/,0,29,http://he3.magnatune.com/all/01-I%20Do%20-%20Rob%20Costlow.mp3
878,2011,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/tilopa-pictures_of_silence-01-ichi-378-407.mp3,1,Ichi,Tilopa,Pictures of Silence,http://www.magnatune.com/artists/albums/tilopa-pictures/,378,407,http://he3.magnatune.com/all/01-Ichi-Tilopa.mp3
883,2022,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/falik-dreams_from_the_machine-01-ika-88-117.mp3,1,Ika,Falik,Dreams from the Machine,http://www.magnatune.com/artists/albums/falik-dreams/,88,117,http://he3.magnatune.com/all/01-Ika-Falik.mp3
884,2025,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/falik-dreams_from_the_machine-01-ika-175-204.mp3,1,Ika,Falik,Dreams from the Machine,http://www.magnatune.com/artists/albums/falik-dreams/,175,204,http://he3.magnatune.com/all/01-Ika-Falik.mp3
903,2067,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/thursday_group-first_album-01-innocent_murmur-436-465.mp3,1,Innocent Murmur,Thursday Group,First Album,http://www.magnatune.com/artists/albums/thursdaygroup-first/,436,465,http://he3.magnatune.com/all/01-Innocent%20Murmur-Thursday%20Group.mp3
918,2095,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/sun_palace-into_heaven-01-into_heaven-175-204.mp3,1,Into Heaven,Sun Palace,Into Heaven,http://www.magnatune.com/artists/albums/sunpalace-heaven/,175,204,http://he3.magnatune.com/all/01-Into%20Heaven%20-%20Sun%20Palace.mp3
930,2117,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/liquid_zen-seventythree-01-is_that_called_love-117-146.mp3,1,Is That Called Love,Liquid Zen,Seventythree,http://www.magnatune.com/artists/albums/liquid-seventythree/,117,146,http://he3.magnatune.com/all/01-Is%20That%20Called%20Love%20-%20Liquid%20Zen.mp3
959,2157,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/rapoon-the_kirghiz_light__cd_1-01-jerewat-175-204.mp3,1,Jerewat,Rapoon,The Kirghiz Light - CD 1,http://www.magnatune.com/artists/albums/rapoon-kirghiz1/,175,204,http://he3.magnatune.com/all/01-Jerewat-Rapoon.mp3
960,2158,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/rapoon-the_kirghiz_light__cd_1-01-jerewat-204-233.mp3,1,Jerewat,Rapoon,The Kirghiz Light - CD 1,http://www.magnatune.com/artists/albums/rapoon-kirghiz1/,204,233,http://he3.magnatune.com/all/01-Jerewat-Rapoon.mp3
987,2218,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/touchinggrace-panacea-01-jupiter_suite-610-639.mp3,1,Jupiter Suite,touchingGrace,Panacea,http://www.magnatune.com/artists/albums/touchinggrace-panacea/,610,639,http://he3.magnatune.com/all/01-Jupiter%20Suite-touchingGrace.mp3
988,2220,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/touchinggrace-panacea-01-jupiter_suite-668-697.mp3,1,Jupiter Suite,touchingGrace,Panacea,http://www.magnatune.com/artists/albums/touchinggrace-panacea/,668,697,http://he3.magnatune.com/all/01-Jupiter%20Suite-touchingGrace.mp3
989,2221,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/touchinggrace-panacea-01-jupiter_suite-697-726.mp3,1,Jupiter Suite,touchingGrace,Panacea,http://www.magnatune.com/artists/albums/touchinggrace-panacea/,697,726,http://he3.magnatune.com/all/01-Jupiter%20Suite-touchingGrace.mp3
990,2222,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/touchinggrace-panacea-01-jupiter_suite-726-755.mp3,1,Jupiter Suite,touchingGrace,Panacea,http://www.magnatune.com/artists/albums/touchinggrace-panacea/,726,755,http://he3.magnatune.com/all/01-Jupiter%20Suite-touchingGrace.mp3
1021,2293,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/tilopa-out_of_the_blue-01-kyopianosus-30-59.mp3,1,Kyo-piano-sus,Tilopa,Out of the Blue,http://www.magnatune.com/artists/albums/tilopa-outblue/,30,59,http://he3.magnatune.com/all/01-Kyo-piano-sus-Tilopa.mp3
1022,2295,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/tilopa-out_of_the_blue-01-kyopianosus-88-117.mp3,1,Kyo-piano-sus,Tilopa,Out of the Blue,http://www.magnatune.com/artists/albums/tilopa-outblue/,88,117,http://he3.magnatune.com/all/01-Kyo-piano-sus-Tilopa.mp3
1043,2336,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/paul_berget-sl_weiss_on_11_strings-01-linfidele_suite_entree-30-59.mp3,1,L'Infidele Suite (entree),Paul Berget,SL Weiss on 11 Strings,http://www.magnatune.com/artists/albums/berget-weiss11/,30,59,http://he3.magnatune.com/all/01-L'Infidele%20Suite%20(entree)-Paul%20Berget.mp3
1080,2420,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/liquid_zen-oscilloscope-01-levier_darmement-117-146.mp3,1,Levier D'Armement,Liquid Zen,Oscilloscope,http://www.magnatune.com/artists/albums/liquid-oscillo/,117,146,http://he3.magnatune.com/all/01-Levier%20D'Armement-Liquid%20Zen.mp3
1102,2464,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/beth_quist-silver-01-liquid_silver-88-117.mp3,1,Liquid Silver,Beth Quist,Silver,http://www.magnatune.com/artists/albums/quist-silver/,88,117,http://he3.magnatune.com/all/01-Liquid%20Silver-Beth%20Quist.mp3
1105,2469,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/beth_quist-silver-01-liquid_silver-233-262.mp3,1,Liquid Silver,Beth Quist,Silver,http://www.magnatune.com/artists/albums/quist-silver/,233,262,http://he3.magnatune.com/all/01-Liquid%20Silver-Beth%20Quist.mp3
1109,2475,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/jeff_wahl-guinevere-01-loopoplane-59-88.mp3,1,Loop-o-plane,Jeff Wahl,Guinevere,http://www.magnatune.com/artists/albums/wahl-guinevere/,59,88,http://he3.magnatune.com/all/01-Loop-o-plane-Jeff%20Wahl.mp3
1118,2493,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/stargarden-the_art_of_analog_diversion-01-lullabeene-117-146.mp3,1,Lullabeene,Stargarden,The Art of Analog Diversion,http://www.magnatune.com/artists/albums/stargarden-art/,117,146,http://he3.magnatune.com/all/01-Lullabeene-Stargarden.mp3
1119,2496,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/stargarden-the_art_of_analog_diversion-01-lullabeene-204-233.mp3,1,Lullabeene,Stargarden,The Art of Analog Diversion,http://www.magnatune.com/artists/albums/stargarden-art/,204,233,http://he3.magnatune.com/all/01-Lullabeene-Stargarden.mp3
1121,2499,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/stargarden-the_art_of_analog_diversion-01-lullabeene-291-320.mp3,1,Lullabeene,Stargarden,The Art of Analog Diversion,http://www.magnatune.com/artists/albums/stargarden-art/,291,320,http://he3.magnatune.com/all/01-Lullabeene-Stargarden.mp3
1127,2509,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/jeff_wahl-meditative_guitar-01-lullaby-204-233.mp3,1,Lullaby,Jeff Wahl,Meditative Guitar,http://www.magnatune.com/artists/albums/wahl-meditative/,204,233,http://he3.magnatune.com/all/01-Lullaby-Jeff%20Wahl.mp3
