,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
15251,33345,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/ensemble_mirable-conversations_galantes-07-sonata_iv_in_c_major_allegro-0-29.mp3,7,Sonata IV in C Major (Allegro),Ensemble Mirable,Conversations Galantes,http://www.magnatune.com/artists/albums/mirable-conversations/,0,29,http://he3.magnatune.com/all/07-Sonata%20IV%20in%20C%20Major%20(Allegro)-Ensemble%20Mirable.mp3
125,246,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/voices_of_music-an_evening_with_bach-01-air_on_a_g_string_bwv_1069-117-146.mp3,1,Air on a G string (BWV 1069),Voices of Music,An Evening With Bach,http://www.magnatune.com/artists/albums/voicesofmusic-bach/,117,146,http://he3.magnatune.com/all/01-Air%20on%20a%20G%20string%20(BWV%201069)-Voices%20of%20Music.mp3
14342,31469,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/seth_and_maryse_carlin-schubert__music_for_fortepiano_four_hands-07-fantasie_in_f_minor__allegro_vivace-175-204.mp3,7,Fantasie in F minor - allegro vivace,Seth and Maryse Carlin,Schubert - Music for fortepiano four hands,http://www.magnatune.com/artists/albums/carlin-schubertfour/,175,204,http://he3.magnatune.com/all/07-Fantasie%20in%20F%20minor%20-%20allegro%20vivace-Seth%20and%20Maryse%20Carlin.mp3
16025,35108,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/music_of_the_spheres-music_of_the_spheres-08-corelli_sonata_xii__la_follia-349-378.mp3,8,Corelli_ Sonata XII _ La Follia_,Music of the Spheres,Music of the Spheres,http://www.magnatune.com/artists/albums/spheres-spheres/,349,378,http://he3.magnatune.com/all/08-Corelli_%20Sonata%20XII%20_%20La%20Follia_-Music%20of%20the%20Spheres.mp3
4575,9997,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-02-sonata_in_g_minor_op__5_no__2_rondo_allegro-494-523.mp3,2,Sonata in G minor op. 5 no. 2 rondo allegro,Tanya Tomkins and Eric Zivian,Beethoven Piano and Cello Works,http://www.magnatune.com/artists/albums/tomkins-beethoven/,494,523,http://he3.magnatune.com/all/02-Sonata%20in%20G%20minor%20op.%205%20no.%202%20rondo%20allegro-Tanya%20Tomkins%20and%20Eric%20Zivian.mp3
23658,52438,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/edward_martin_and_william_bastian-virtues_and_vices-15-ben_chel_ciel-30-59.mp3,15,Ben che'l ciel,Edward Martin and William Bastian,Virtues and Vices,http://www.magnatune.com/artists/albums/martin-virtues/,30,59,http://he3.magnatune.com/all/15-Ben%20che'l%20ciel-Edward%20Martin%20and%20William%20Bastian.mp3
23813,52859,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/kammen___swan-wild_wood-15-lullaby_set-233-262.mp3,15,Lullaby Set,Kammen & Swan,Wild Wood,http://www.magnatune.com/artists/albums/shira-wildwood/,233,262,http://he3.magnatune.com/all/15-Lullaby%20Set-Kammen%20%26%20Swan.mp3
3245,7169,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/janine_johnson-j_s__bach_works_for_harpsichord-02-english_suite_no_2_in_a_minor__prelude-0-29.mp3,2,English Suite No 2 in A Minor - Prelude,Janine Johnson,J.S. Bach Works For Harpsichord,http://www.magnatune.com/artists/albums/jjohnson-bach/,0,29,http://he3.magnatune.com/all/02-English%20Suite%20No%202%20in%20A%20Minor%20-%20Prelude-Janine%20Johnson.mp3
22235,48894,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/seth_carlin-mozart_in_the_age_of_enlightenment-12-sonata_15_in_c_minor__allegro_georg_benda-0-29.mp3,12,Sonata 15 in C minor - Allegro (Georg Benda),Seth Carlin,Mozart in the Age of Enlightenment,http://www.magnatune.com/artists/albums/carlin-enlightenment/,0,29,http://he3.magnatune.com/all/12-Sonata%2015%20in%20C%20minor%20-%20Allegro%20(Georg%20Benda)-Seth%20Carlin.mp3
24865,55751,D:/Research/Data/MIR/MagnaTagATune/mp3_full/8/jacob_heringman-josquin_des_prez_lute_settings-19-gintzler__pater_noster-146-175.mp3,19,Gintzler _ Pater noster,Jacob Heringman,Josquin des Prez Lute Settings,http://www.magnatune.com/artists/albums/heringman-josquin/,146,175,http://he3.magnatune.com/all/19-Gintzler%20_%20Pater%20noster-Jacob%20Heringman.mp3
5199,11324,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/ralph_meulenbroeks-gambomania-03-sonata_in_d_minor_allegro_karl_friedrich_abel-88-117.mp3,3,-Sonata in d minor_ Allegro (Karl Friedrich Abel)-,Ralph Meulenbroeks,Gambomania,http://www.magnatune.com/artists/albums/meulenbroeks-gambomania/,88,117,http://he3.magnatune.com/all/03--Sonata%20in%20d%20minor_%20Allegro%20(Karl%20Friedrich%20Abel)--Ralph%20Meulenbroeks.mp3
17269,37905,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/sibelian-the_soul_rush-08-the_sin_eater-88-117.mp3,8,The Sin Eater,Sibelian,The Soul Rush,http://www.magnatune.com/artists/albums/sibelian-soul/,88,117,http://he3.magnatune.com/all/08-The%20Sin%20Eater-Sibelian.mp3
25234,56884,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/st__eliyah_childrens_choir-we_are_guarded_by_the_cross-21-we_have_recourse_in_thy_mercy-88-117.mp3,21,We have recourse in Thy mercy,St. Eliyah Childrens Choir,We are Guarded by the Cross,http://www.magnatune.com/artists/albums/elijah-guarded/,88,117,http://he3.magnatune.com/all/21-We%20have%20recourse%20in%20Thy%20mercy-St.%20Eliyah%20Childrens%20Choir.mp3
8118,17851,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/magnatune-romantic_dinner_classical_compilation-04-gonzalo_x_ruiz__adagio_sonata_for_oboe_and_basso_continuo_in_f_besozzi-291-320.mp3,4,Gonzalo X Ruiz - Adagio Sonata for Oboe and Basso Continuo in F (Besozzi),Magnatune,Romantic Dinner Classical Compilation,http://www.magnatune.com/artists/albums/magnacomp-dinner/,291,320,http://he3.magnatune.com/all/04-Gonzalo%20X%20Ruiz%20-%20Adagio%20Sonata%20for%20Oboe%20and%20Basso%20Continuo%20in%20F%20(Besozzi)-Magnatune.mp3
16640,36541,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/rob_costlow-woods_of_chaos-08-not_alone-320-349.mp3,8,Not Alone,Rob Costlow,Woods of Chaos,http://www.magnatune.com/artists/albums/costlow-woods/,320,349,http://he3.magnatune.com/all/08-Not%20Alone-Rob%20Costlow.mp3
21748,47772,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/jeni_melia-the_lost_art_of_wooing-12-come_away_come_sweet_love_john_dowland-88-117.mp3,12,Come away come sweet love (John Dowland),Jeni Melia,The Lost Art of Wooing,http://www.magnatune.com/artists/albums/melia-wooing/,88,117,http://he3.magnatune.com/all/12-Come%20away%20come%20sweet%20love%20(John%20Dowland)-Jeni%20Melia.mp3
20142,44239,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/doc_rossi-demarzi6_sonatas_for_cetra_o_kitara-10-sonata_iii_moderato-88-117.mp3,10,Sonata III Moderato,Doc Rossi,Demarzi-6 Sonatas for Cetra o Kitara,http://www.magnatune.com/artists/albums/rossi-demarzi/,88,117,http://he3.magnatune.com/all/10-Sonata%20III%20Moderato-Doc%20Rossi.mp3
