,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
323,692,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/chris_harvey-the_white_sail-01-biomorph-175-204.mp3,1,Biomorph,Chris Harvey,The White Sail,http://www.magnatune.com/artists/albums/harvey-wsail/,175,204,http://he3.magnatune.com/all/01-Biomorph-Chris%20Harvey.mp3
335,712,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/beatundercontrol-the_introduction-01-blue_lights-30-59.mp3,1,Blue Lights,Beatundercontrol,The Introduction,http://www.magnatune.com/artists/albums/beatunder-intro/,30,59,http://he3.magnatune.com/all/01-Blue%20Lights-Beatundercontrol.mp3
336,713,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/beatundercontrol-the_introduction-01-blue_lights-59-88.mp3,1,Blue Lights,Beatundercontrol,The Introduction,http://www.magnatune.com/artists/albums/beatunder-intro/,59,88,http://he3.magnatune.com/all/01-Blue%20Lights-Beatundercontrol.mp3
338,715,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/beatundercontrol-the_introduction-01-blue_lights-117-146.mp3,1,Blue Lights,Beatundercontrol,The Introduction,http://www.magnatune.com/artists/albums/beatunder-intro/,117,146,http://he3.magnatune.com/all/01-Blue%20Lights-Beatundercontrol.mp3
342,724,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/beatundercontrol-the_introduction-01-blue_lights-378-407.mp3,1,Blue Lights,Beatundercontrol,The Introduction,http://www.magnatune.com/artists/albums/beatunder-intro/,378,407,http://he3.magnatune.com/all/01-Blue%20Lights-Beatundercontrol.mp3
346,735,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/antiguru-fall_submissions-01-blue_line-291-320.mp3,1,Blue Line,AntiGuru,Fall Submissions,http://www.magnatune.com/artists/albums/antiguru-fall/,291,320,http://he3.magnatune.com/all/01-Blue%20Line-AntiGuru.mp3
354,779,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-01-breath_of_love-59-88.mp3,1,Breath of Love,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,59,88,http://he3.magnatune.com/all/01-Breath%20of%20Love-Suzanne%20Teng.mp3
355,781,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-01-breath_of_love-117-146.mp3,1,Breath of Love,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,117,146,http://he3.magnatune.com/all/01-Breath%20of%20Love-Suzanne%20Teng.mp3
356,783,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-01-breath_of_love-175-204.mp3,1,Breath of Love,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,175,204,http://he3.magnatune.com/all/01-Breath%20of%20Love-Suzanne%20Teng.mp3
358,790,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-01-breath_of_love-378-407.mp3,1,Breath of Love,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,378,407,http://he3.magnatune.com/all/01-Breath%20of%20Love-Suzanne%20Teng.mp3
360,792,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-01-breath_of_love-436-465.mp3,1,Breath of Love,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,436,465,http://he3.magnatune.com/all/01-Breath%20of%20Love-Suzanne%20Teng.mp3
361,793,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-01-breath_of_love-465-494.mp3,1,Breath of Love,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,465,494,http://he3.magnatune.com/all/01-Breath%20of%20Love-Suzanne%20Teng.mp3
365,802,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/four_stones-chronic_dreams-01-brilliant_day_chronic_mix-233-262.mp3,1,Brilliant Day (Chronic Mix),Four Stones,Chronic Dreams,http://www.magnatune.com/artists/albums/fourstones-chronic/,233,262,http://he3.magnatune.com/all/01-Brilliant%20Day%20(Chronic%20Mix)-Four%20Stones.mp3
381,836,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/tilopa-by_the_way-01-by_the_way-0-29.mp3,1,By The Way,Tilopa,By The Way,http://www.magnatune.com/artists/albums/tilopa-bytheway/,0,29,http://he3.magnatune.com/all/01-By%20The%20Way-Tilopa.mp3
383,838,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/tilopa-by_the_way-01-by_the_way-59-88.mp3,1,By The Way,Tilopa,By The Way,http://www.magnatune.com/artists/albums/tilopa-bytheway/,59,88,http://he3.magnatune.com/all/01-By%20The%20Way-Tilopa.mp3
384,840,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/tilopa-by_the_way-01-by_the_way-117-146.mp3,1,By The Way,Tilopa,By The Way,http://www.magnatune.com/artists/albums/tilopa-bytheway/,117,146,http://he3.magnatune.com/all/01-By%20The%20Way-Tilopa.mp3
385,841,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/tilopa-by_the_way-01-by_the_way-146-175.mp3,1,By The Way,Tilopa,By The Way,http://www.magnatune.com/artists/albums/tilopa-bytheway/,146,175,http://he3.magnatune.com/all/01-By%20The%20Way-Tilopa.mp3
391,862,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/the_kokoon-erase-01-calling-0-29.mp3,1,Calling,The Kokoon,Erase,http://www.magnatune.com/artists/albums/kokoon-erase/,0,29,http://he3.magnatune.com/all/01-Calling%20-%20The%20Kokoon.mp3
392,863,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/the_kokoon-erase-01-calling-30-59.mp3,1,Calling,The Kokoon,Erase,http://www.magnatune.com/artists/albums/kokoon-erase/,30,59,http://he3.magnatune.com/all/01-Calling%20-%20The%20Kokoon.mp3
397,873,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/dj_cary-downtempo_chill_2-01-calm_ammonite-30-59.mp3,1,Calm (Ammonite),DJ Cary,Downtempo Chill 2,http://www.magnatune.com/artists/albums/magnacomp-downchill2/,30,59,http://he3.magnatune.com/all/01-Calm%20(Ammonite)-DJ%20Cary.mp3
400,892,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/the_bots-truth-01-cant_explain-30-59.mp3,1,Can't Explain,The Bots,Truth,http://www.magnatune.com/artists/albums/bots-truth/,30,59,http://he3.magnatune.com/all/01-Can't%20Explain-The%20Bots.mp3
405,907,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/claire_fitch-ambiencellist_part_ii-01-cellosphere-59-88.mp3,1,Cellosphere,Claire Fitch,Ambiencellist Part II,http://www.magnatune.com/artists/albums/fitch-amb2/,59,88,http://he3.magnatune.com/all/01-Cellosphere-Claire%20Fitch.mp3
406,908,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/claire_fitch-ambiencellist_part_ii-01-cellosphere-88-117.mp3,1,Cellosphere,Claire Fitch,Ambiencellist Part II,http://www.magnatune.com/artists/albums/fitch-amb2/,88,117,http://he3.magnatune.com/all/01-Cellosphere-Claire%20Fitch.mp3
408,911,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/claire_fitch-ambiencellist_part_ii-01-cellosphere-175-204.mp3,1,Cellosphere,Claire Fitch,Ambiencellist Part II,http://www.magnatune.com/artists/albums/fitch-amb2/,175,204,http://he3.magnatune.com/all/01-Cellosphere-Claire%20Fitch.mp3
415,920,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/gerard_satamian-dry_fig_trees-01-chansons_sans_paroles_1989_op__2_pastorale-175-204.mp3,1,Chansons sans paroles (1989) op. 2 Pastorale,Gerard Satamian,Dry Fig Trees,http://www.magnatune.com/artists/albums/satamian-dry/,175,204,http://he3.magnatune.com/all/01-Chansons%20sans%20paroles%20(1989)%20op.%202%20Pastorale-Gerard%20Satamian.mp3
423,931,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/skitzo-babblesick-01-class_dismembered-59-88.mp3,1,Class Dismembered,Skitzo,Babblesick,http://www.magnatune.com/artists/albums/skitzo-babblesick/,59,88,http://he3.magnatune.com/all/01-Class%20Dismembered-Skitzo.mp3
424,933,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/skitzo-babblesick-01-class_dismembered-117-146.mp3,1,Class Dismembered,Skitzo,Babblesick,http://www.magnatune.com/artists/albums/skitzo-babblesick/,117,146,http://he3.magnatune.com/all/01-Class%20Dismembered-Skitzo.mp3
425,934,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/skitzo-babblesick-01-class_dismembered-146-175.mp3,1,Class Dismembered,Skitzo,Babblesick,http://www.magnatune.com/artists/albums/skitzo-babblesick/,146,175,http://he3.magnatune.com/all/01-Class%20Dismembered-Skitzo.mp3
459,1103,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/skitzo-heavy_shit-01-curse_of_the_phoenix-88-117.mp3,1,Curse of the Phoenix,Skitzo,Heavy Shit,http://www.magnatune.com/artists/albums/skitzo-heavy/,88,117,http://he3.magnatune.com/all/01-Curse%20of%20the%20Phoenix-Skitzo.mp3
460,1104,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/skitzo-heavy_shit-01-curse_of_the_phoenix-117-146.mp3,1,Curse of the Phoenix,Skitzo,Heavy Shit,http://www.magnatune.com/artists/albums/skitzo-heavy/,117,146,http://he3.magnatune.com/all/01-Curse%20of%20the%20Phoenix-Skitzo.mp3
464,1113,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-88-117.mp3,1,Cyclops,Ambient Teknology,The All Seeing Eye Project,http://www.magnatune.com/artists/albums/atek-eye/,88,117,http://he3.magnatune.com/all/01-Cyclops-Ambient%20Teknology.mp3
468,1121,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-320-349.mp3,1,Cyclops,Ambient Teknology,The All Seeing Eye Project,http://www.magnatune.com/artists/albums/atek-eye/,320,349,http://he3.magnatune.com/all/01-Cyclops-Ambient%20Teknology.mp3
473,1131,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-0-29.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,0,29,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
477,1137,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-175-204.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,175,204,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
478,1138,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-204-233.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,204,233,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
481,1143,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-349-378.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,349,378,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
483,1146,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-436-465.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,436,465,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
487,1153,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-639-668.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,639,668,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
490,1156,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-726-755.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,726,755,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
492,1160,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/hoxman-synthesis_of_five-01-danse_avec_le_vent-0-29.mp3,1,Danse Avec Le Vent,Hoxman,Synthesis of Five,http://www.magnatune.com/artists/albums/hoxman-synthesis/,0,29,http://he3.magnatune.com/all/01-Danse%20Avec%20Le%20Vent-Hoxman.mp3
494,1163,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/hoxman-synthesis_of_five-01-danse_avec_le_vent-88-117.mp3,1,Danse Avec Le Vent,Hoxman,Synthesis of Five,http://www.magnatune.com/artists/albums/hoxman-synthesis/,88,117,http://he3.magnatune.com/all/01-Danse%20Avec%20Le%20Vent-Hoxman.mp3
496,1167,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/hoxman-synthesis_of_five-01-danse_avec_le_vent-204-233.mp3,1,Danse Avec Le Vent,Hoxman,Synthesis of Five,http://www.magnatune.com/artists/albums/hoxman-synthesis/,204,233,http://he3.magnatune.com/all/01-Danse%20Avec%20Le%20Vent-Hoxman.mp3
500,1191,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/paul_avgerinos-maya__the_great_katun-01-dawn_of_the_gods_part_1-204-233.mp3,1,Dawn of The Gods (part 1),Paul Avgerinos,Maya - The Great Katun,http://www.magnatune.com/artists/albums/avgerinos-maya/,204,233,http://he3.magnatune.com/all/01-Dawn%20of%20The%20Gods%20(part%201)%20-%20Paul%20Avgerinos.mp3
